NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,FREQUENTLY/ALWAYS
0.11,0.113,0.154,0.245,0.609,0.815
0.11,0.113,0.154,0.245,0.609,0.815
0.11,0.113,0.154,0.246,0.61,0.815
0.11,0.113,0.154,0.246,0.61,0.815
0.11,0.113,0.154,0.246,0.61,0.815
0.11,0.113,0.154,0.246,0.61,0.815
0.11,0.113,0.155,0.246,0.61,0.815
0.111,0.113,0.155,0.246,0.61,0.816
0.111,0.113,0.155,0.246,0.61,0.816
0.111,0.113,0.155,0.246,0.61,0.816
0.111,0.113,0.155,0.246,0.61,0.816
0.111,0.113,0.155,0.246,0.611,0.816
0.111,0.113,0.155,0.246,0.611,0.816
0.111,0.114,0.155,0.246,0.611,0.816
0.111,0.114,0.155,0.246,0.611,0.816
0.112,0.114,0.155,0.246,0.611,0.817
0.112,0.114,0.155,0.247,0.611,0.817
0.112,0.114,0.155,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.817
0.112,0.114,0.156,0.247,0.612,0.818
0.113,0.114,0.156,0.247,0.612,0.818
0.113,0.115,0.156,0.247,0.612,0.818
0.113,0.115,0.156,0.247,0.612,0.818
0.113,0.115,0.156,0.247,0.613,0.818
0.113,0.115,0.156,0.247,0.613,0.818
0.113,0.115,0.156,0.247,0.613,0.818
0.113,0.115,0.156,0.247,0.613,0.818
0.113,0.115,0.156,0.247,0.613,0.819
0.113,0.115,0.156,0.247,0.614,0.819
0.113,0.115,0.157,0.247,0.614,0.819
0.113,0.115,0.157,0.247,0.614,0.819
0.113,0.115,0.157,0.247,0.614,0.819
0.113,0.115,0.157,0.247,0.614,0.819
0.113,0.115,0.157,0.247,0.614,0.819
0.114,0.115,0.157,0.247,0.615,0.82
0.114,0.116,0.157,0.247,0.615,0.82
0.114,0.116,0.157,0.247,0.615,0.82
0.114,0.116,0.157,0.247,0.615,0.82
0.114,0.116,0.157,0.247,0.616,0.82
0.114,0.116,0.157,0.247,0.616,0.82
0.114,0.116,0.157,0.248,0.616,0.821
0.114,0.116,0.157,0.248,0.616,0.821
0.114,0.116,0.158,0.248,0.616,0.821
0.115,0.116,0.158,0.248,0.616,0.821
0.115,0.116,0.158,0.248,0.617,0.821
0.115,0.116,0.158,0.248,0.617,0.821
0.115,0.116,0.158,0.248,0.617,0.822
0.115,0.116,0.158,0.248,0.617,0.822
0.116,0.116,0.158,0.248,0.617,0.822
0.116,0.116,0.158,0.248,0.617,0.822
0.116,0.116,0.159,0.248,0.617,0.822
0.116,0.116,0.159,0.248,0.617,0.822
0.116,0.117,0.159,0.248,0.618,0.822
0.116,0.117,0.159,0.248,0.618,0.822
0.116,0.117,0.159,0.249,0.618,0.822
0.116,0.117,0.159,0.249,0.618,0.823
0.116,0.117,0.159,0.249,0.618,0.823
0.116,0.117,0.159,0.249,0.618,0.823
0.116,0.117,0.159,0.249,0.619,0.823
0.116,0.117,0.159,0.249,0.619,0.823
0.116,0.117,0.159,0.249,0.619,0.823
0.116,0.117,0.159,0.249,0.62,0.823
0.116,0.117,0.159,0.249,0.62,0.824
0.117,0.118,0.159,0.249,0.62,0.824
0.117,0.118,0.159,0.249,0.62,0.824
0.117,0.118,0.159,0.249,0.621,0.824
0.117,0.118,0.159,0.249,0.621,0.824
0.117,0.118,0.16,0.249,0.621,0.824
0.117,0.118,0.16,0.249,0.622,0.824
0.117,0.118,0.16,0.249,0.622,0.824
0.117,0.118,0.16,0.25,0.622,0.824
0.117,0.118,0.16,0.25,0.623,0.824
0.117,0.118,0.16,0.25,0.623,0.825
0.117,0.118,0.16,0.25,0.623,0.825
0.117,0.118,0.16,0.25,0.624,0.825
0.117,0.118,0.16,0.25,0.624,0.825
0.118,0.118,0.16,0.25,0.624,0.825
0.118,0.118,0.16,0.25,0.624,0.826
0.118,0.119,0.16,0.25,0.624,0.826
0.118,0.119,0.16,0.25,0.625,0.826
0.118,0.119,0.16,0.25,0.625,0.826
0.118,0.119,0.16,0.25,0.625,0.826
0.118,0.119,0.16,0.25,0.625,0.827
0.118,0.119,0.161,0.25,0.625,0.827
0.118,0.119,0.161,0.25,0.625,0.827
0.118,0.119,0.161,0.25,0.625,0.827
0.118,0.119,0.161,0.25,0.626,0.827
0.119,0.119,0.161,0.25,0.626,0.828
0.119,0.119,0.161,0.25,0.626,0.828
0.119,0.119,0.161,0.25,0.626,0.828
0.119,0.12,0.161,0.25,0.626,0.828
0.119,0.12,0.161,0.25,0.626,0.828
0.119,0.12,0.161,0.251,0.627,0.828
0.119,0.12,0.161,0.251,0.627,0.828
0.119,0.12,0.161,0.251,0.627,0.828
0.119,0.12,0.161,0.251,0.627,0.828
0.12,0.12,0.161,0.251,0.627,0.829
0.12,0.12,0.162,0.251,0.627,0.829
0.12,0.12,0.162,0.251,0.628,0.829
0.12,0.12,0.162,0.251,0.628,0.829
0.12,0.12,0.162,0.251,0.628,0.829
0.12,0.12,0.162,0.251,0.629,0.829
0.12,0.121,0.162,0.251,0.629,0.829
0.12,0.121,0.162,0.251,0.629,0.829
0.12,0.121,0.162,0.251,0.63,0.829
0.12,0.121,0.162,0.251,0.63,0.829
0.12,0.121,0.162,0.251,0.63,0.829
0.121,0.121,0.162,0.251,0.63,0.829
0.121,0.121,0.162,0.252,0.631,0.83
0.121,0.121,0.162,0.252,0.631,0.83
0.121,0.121,0.162,0.252,0.631,0.83
0.121,0.121,0.163,0.252,0.631,0.83
0.121,0.121,0.163,0.252,0.631,0.83
0.121,0.121,0.163,0.252,0.631,0.83
0.121,0.121,0.163,0.252,0.631,0.83
0.121,0.121,0.163,0.252,0.632,0.83
0.121,0.121,0.163,0.252,0.632,0.83
0.121,0.121,0.163,0.252,0.632,0.831
0.121,0.121,0.163,0.252,0.632,0.831
0.121,0.121,0.163,0.252,0.633,0.831
0.121,0.121,0.163,0.252,0.633,0.831
0.121,0.121,0.163,0.252,0.633,0.831
0.122,0.121,0.163,0.252,0.633,0.832
0.122,0.121,0.163,0.252,0.633,0.832
0.122,0.121,0.163,0.252,0.634,0.832
0.122,0.122,0.164,0.252,0.634,0.832
0.122,0.122,0.164,0.253,0.634,0.832
0.122,0.122,0.164,0.253,0.634,0.832
0.122,0.122,0.164,0.253,0.634,0.833
0.122,0.122,0.164,0.253,0.635,0.833
0.122,0.122,0.164,0.253,0.635,0.833
0.122,0.122,0.164,0.253,0.635,0.833
0.122,0.122,0.164,0.253,0.636,0.833
0.122,0.122,0.164,0.253,0.636,0.833
0.122,0.122,0.164,0.253,0.636,0.833
0.122,0.122,0.164,0.253,0.637,0.833
0.123,0.122,0.164,0.253,0.637,0.833
0.123,0.122,0.164,0.253,0.638,0.834
0.123,0.122,0.164,0.253,0.639,0.834
0.123,0.122,0.164,0.253,0.639,0.834
0.123,0.122,0.164,0.253,0.639,0.834
0.123,0.123,0.164,0.253,0.639,0.834
0.123,0.123,0.164,0.254,0.639,0.834
0.123,0.123,0.165,0.254,0.639,0.834
0.123,0.123,0.165,0.254,0.639,0.834
0.123,0.123,0.165,0.254,0.639,0.835
0.123,0.123,0.165,0.254,0.64,0.835
0.123,0.123,0.165,0.254,0.64,0.835
0.123,0.123,0.165,0.254,0.64,0.835
0.123,0.123,0.165,0.254,0.64,0.835
0.123,0.123,0.165,0.254,0.64,0.836
0.123,0.124,0.165,0.254,0.64,0.836
0.123,0.124,0.165,0.254,0.64,0.836
0.124,0.124,0.165,0.254,0.64,0.836
0.124,0.124,0.165,0.254,0.641,0.836
0.124,0.124,0.165,0.254,0.641,0.836
0.124,0.124,0.166,0.254,0.641,0.837
0.124,0.124,0.166,0.254,0.641,0.837
0.125,0.124,0.166,0.255,0.641,0.837
0.125,0.124,0.166,0.255,0.641,0.837
0.125,0.124,0.166,0.255,0.641,0.837
0.125,0.124,0.166,0.255,0.642,0.837
0.125,0.124,0.166,0.255,0.642,0.837
0.125,0.124,0.166,0.255,0.642,0.837
0.125,0.124,0.166,0.255,0.642,0.838
0.125,0.124,0.166,0.255,0.643,0.838
0.125,0.124,0.166,0.255,0.643,0.838
0.125,0.124,0.166,0.255,0.643,0.838
0.126,0.125,0.166,0.255,0.643,0.839
0.126,0.125,0.166,0.255,0.643,0.839
0.126,0.125,0.167,0.255,0.644,0.839
0.126,0.125,0.167,0.255,0.644,0.839
0.126,0.125,0.167,0.255,0.644,0.839
0.126,0.125,0.167,0.255,0.644,0.839
0.126,0.125,0.167,0.256,0.644,0.84
0.126,0.125,0.167,0.256,0.644,0.84
0.126,0.125,0.167,0.256,0.644,0.84
0.126,0.125,0.167,0.256,0.644,0.84
0.126,0.125,0.167,0.256,0.645,0.84
0.127,0.125,0.167,0.256,0.645,0.84
0.127,0.125,0.167,0.256,0.645,0.84
0.127,0.125,0.167,0.256,0.645,0.841
0.127,0.126,0.167,0.256,0.645,0.841
0.127,0.126,0.167,0.256,0.645,0.841
0.127,0.126,0.167,0.256,0.646,0.841
0.128,0.126,0.167,0.256,0.647,0.841
0.128,0.126,0.167,0.256,0.647,0.841
0.128,0.126,0.167,0.256,0.648,0.841
0.128,0.126,0.167,0.256,0.648,0.841
0.128,0.126,0.167,0.257,0.648,0.841
0.128,0.126,0.168,0.257,0.648,0.842
0.128,0.126,0.168,0.257,0.648,0.842
0.128,0.126,0.168,0.257,0.648,0.842
0.128,0.126,0.168,0.257,0.648,0.842
0.128,0.127,0.168,0.257,0.649,0.842
0.128,0.127,0.168,0.257,0.649,0.842
0.128,0.127,0.168,0.257,0.649,0.842
0.128,0.127,0.168,0.257,0.649,0.843
0.129,0.127,0.168,0.257,0.649,0.843
0.129,0.127,0.168,0.257,0.649,0.843
0.129,0.127,0.168,0.257,0.649,0.843
0.129,0.127,0.168,0.258,0.649,0.843
0.129,0.127,0.169,0.258,0.649,0.843
0.129,0.127,0.169,0.258,0.65,0.843
0.129,0.127,0.169,0.258,0.65,0.843
0.129,0.128,0.169,0.258,0.65,0.843
0.129,0.128,0.169,0.258,0.65,0.843
0.129,0.128,0.169,0.258,0.651,0.843
0.13,0.128,0.169,0.258,0.651,0.843
0.13,0.128,0.169,0.258,0.652,0.843
0.13,0.128,0.17,0.258,0.652,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.13,0.128,0.17,0.259,0.653,0.844
0.131,0.128,0.17,0.259,0.654,0.844
0.131,0.128,0.17,0.259,0.654,0.844
0.131,0.128,0.17,0.259,0.654,0.844
0.131,0.128,0.17,0.259,0.654,0.844
0.131,0.128,0.17,0.259,0.654,0.845
0.131,0.129,0.17,0.259,0.655,0.845
0.131,0.129,0.17,0.259,0.655,0.845
0.131,0.129,0.17,0.26,0.655,0.845
0.131,0.129,0.17,0.26,0.655,0.845
0.131,0.129,0.17,0.26,0.655,0.845
0.131,0.129,0.17,0.26,0.655,0.845
0.131,0.129,0.171,0.26,0.656,0.846
0.131,0.129,0.171,0.26,0.657,0.846
0.132,0.129,0.171,0.26,0.657,0.846
0.132,0.13,0.171,0.26,0.657,0.846
0.132,0.13,0.171,0.26,0.658,0.846
0.132,0.13,0.171,0.26,0.658,0.846
0.132,0.13,0.171,0.26,0.658,0.846
0.132,0.13,0.171,0.26,0.659,0.846
0.132,0.13,0.171,0.26,0.659,0.846
0.132,0.13,0.171,0.261,0.659,0.846
0.132,0.13,0.171,0.261,0.659,0.847
0.133,0.13,0.171,0.261,0.66,0.847
0.133,0.13,0.172,0.261,0.66,0.847
0.133,0.131,0.172,0.261,0.66,0.847
0.133,0.131,0.172,0.261,0.66,0.847
0.133,0.131,0.172,0.261,0.66,0.847
0.133,0.131,0.172,0.261,0.66,0.847
0.133,0.131,0.172,0.261,0.661,0.848
0.133,0.131,0.172,0.261,0.661,0.848
0.134,0.131,0.172,0.261,0.661,0.848
0.134,0.131,0.172,0.261,0.661,0.849
0.134,0.131,0.172,0.261,0.662,0.849
0.134,0.131,0.172,0.262,0.662,0.849
0.134,0.131,0.172,0.262,0.662,0.849
0.134,0.131,0.172,0.262,0.662,0.849
0.134,0.132,0.172,0.262,0.662,0.849
0.134,0.132,0.172,0.262,0.663,0.849
0.135,0.132,0.172,0.262,0.663,0.85
0.135,0.132,0.172,0.262,0.663,0.85
0.135,0.132,0.172,0.262,0.663,0.85
0.135,0.132,0.173,0.262,0.663,0.85
0.135,0.132,0.173,0.262,0.663,0.85
0.135,0.132,0.173,0.262,0.664,0.851
0.135,0.132,0.174,0.263,0.664,0.851
0.135,0.132,0.174,0.263,0.664,0.851
0.135,0.132,0.174,0.263,0.664,0.851
0.135,0.132,0.174,0.263,0.665,0.851
0.135,0.132,0.174,0.263,0.665,0.851
0.135,0.132,0.174,0.263,0.665,0.851
0.136,0.133,0.174,0.263,0.666,0.851
0.136,0.133,0.174,0.263,0.666,0.851
0.136,0.133,0.174,0.263,0.666,0.852
0.136,0.133,0.174,0.263,0.666,0.852
0.136,0.133,0.174,0.263,0.666,0.852
0.136,0.133,0.174,0.264,0.666,0.853
0.136,0.133,0.174,0.264,0.667,0.853
0.136,0.133,0.175,0.264,0.667,0.853
0.136,0.133,0.175,0.264,0.667,0.854
0.136,0.133,0.175,0.264,0.667,0.854
0.136,0.133,0.175,0.264,0.667,0.854
0.136,0.134,0.175,0.264,0.668,0.854
0.136,0.134,0.175,0.264,0.668,0.854
0.136,0.134,0.175,0.264,0.669,0.854
0.137,0.134,0.175,0.264,0.669,0.854
0.137,0.134,0.175,0.264,0.669,0.854
0.137,0.134,0.175,0.264,0.669,0.855
0.137,0.134,0.175,0.264,0.669,0.855
0.137,0.134,0.175,0.264,0.67,0.855
0.137,0.134,0.175,0.264,0.67,0.855
0.137,0.134,0.175,0.265,0.67,0.855
0.137,0.135,0.176,0.265,0.67,0.855
0.137,0.135,0.176,0.265,0.67,0.856
0.138,0.135,0.176,0.265,0.67,0.856
0.138,0.135,0.176,0.265,0.671,0.856
0.138,0.135,0.176,0.265,0.671,0.856
0.138,0.135,0.176,0.265,0.671,0.856
0.138,0.135,0.176,0.265,0.671,0.856
0.138,0.135,0.176,0.265,0.671,0.856
0.138,0.135,0.176,0.265,0.672,0.856
0.138,0.135,0.176,0.265,0.672,0.857
0.138,0.135,0.176,0.265,0.672,0.857
0.138,0.135,0.176,0.266,0.672,0.857
0.138,0.136,0.176,0.266,0.672,0.857
0.138,0.136,0.177,0.266,0.672,0.857
0.138,0.136,0.177,0.266,0.673,0.857
0.138,0.136,0.177,0.266,0.673,0.858
0.138,0.136,0.177,0.266,0.673,0.858
0.138,0.136,0.177,0.267,0.673,0.858
0.138,0.136,0.177,0.267,0.673,0.858
0.138,0.136,0.177,0.267,0.673,0.858
0.138,0.136,0.177,0.267,0.673,0.858
0.139,0.137,0.177,0.267,0.674,0.858
0.139,0.137,0.178,0.267,0.674,0.858
0.139,0.137,0.178,0.267,0.674,0.858
0.139,0.137,0.178,0.267,0.674,0.859
0.139,0.137,0.178,0.267,0.675,0.859
0.139,0.137,0.178,0.267,0.675,0.859
0.14,0.137,0.178,0.267,0.675,0.859
0.14,0.137,0.178,0.267,0.675,0.859
0.14,0.137,0.178,0.267,0.676,0.859
0.14,0.137,0.179,0.267,0.676,0.859
0.14,0.138,0.179,0.267,0.676,0.859
0.14,0.138,0.179,0.268,0.677,0.86
0.14,0.138,0.179,0.268,0.677,0.86
0.14,0.138,0.179,0.268,0.677,0.86
0.14,0.138,0.179,0.268,0.678,0.86
0.14,0.138,0.179,0.268,0.678,0.86
0.14,0.138,0.179,0.268,0.678,0.86
0.14,0.138,0.179,0.268,0.678,0.86
0.14,0.138,0.18,0.269,0.679,0.861
0.14,0.139,0.18,0.269,0.679,0.861
0.141,0.139,0.18,0.269,0.68,0.861
0.141,0.139,0.18,0.269,0.68,0.862
0.141,0.139,0.18,0.269,0.681,0.862
0.141,0.139,0.18,0.269,0.681,0.862
0.141,0.139,0.18,0.269,0.681,0.862
0.141,0.139,0.18,0.269,0.682,0.862
0.141,0.139,0.181,0.269,0.682,0.862
0.141,0.139,0.181,0.27,0.682,0.862
0.141,0.14,0.181,0.27,0.682,0.862
0.142,0.14,0.181,0.27,0.682,0.862
0.142,0.14,0.181,0.27,0.682,0.863
0.142,0.14,0.181,0.27,0.682,0.863
0.142,0.14,0.182,0.27,0.683,0.863
0.142,0.14,0.182,0.27,0.685,0.863
0.142,0.14,0.182,0.27,0.685,0.863
0.142,0.141,0.182,0.27,0.685,0.863
0.142,0.141,0.182,0.27,0.685,0.863
0.142,0.141,0.182,0.271,0.686,0.864
0.142,0.141,0.182,0.271,0.687,0.864
0.142,0.141,0.182,0.271,0.687,0.864
0.142,0.141,0.182,0.271,0.687,0.864
0.142,0.141,0.182,0.271,0.687,0.865
0.143,0.142,0.182,0.271,0.687,0.865
0.143,0.142,0.182,0.271,0.688,0.865
0.143,0.142,0.182,0.271,0.688,0.865
0.143,0.142,0.182,0.271,0.688,0.865
0.143,0.142,0.183,0.271,0.688,0.865
0.143,0.142,0.183,0.271,0.689,0.865
0.143,0.142,0.183,0.271,0.69,0.865
0.143,0.142,0.183,0.272,0.69,0.866
0.143,0.142,0.183,0.272,0.69,0.866
0.144,0.142,0.183,0.272,0.69,0.866
0.144,0.142,0.183,0.272,0.69,0.866
0.144,0.142,0.183,0.272,0.69,0.866
0.144,0.142,0.183,0.272,0.691,0.866
0.144,0.142,0.183,0.272,0.691,0.866
0.144,0.142,0.184,0.272,0.691,0.866
0.144,0.143,0.184,0.272,0.691,0.866
0.144,0.143,0.184,0.273,0.691,0.867
0.145,0.143,0.184,0.273,0.692,0.867
0.145,0.143,0.184,0.273,0.692,0.867
0.145,0.143,0.184,0.273,0.692,0.867
0.145,0.143,0.184,0.273,0.693,0.867
0.145,0.143,0.184,0.273,0.693,0.867
0.145,0.143,0.184,0.273,0.693,0.868
0.146,0.143,0.184,0.273,0.693,0.868
0.146,0.143,0.185,0.273,0.693,0.868
0.146,0.144,0.185,0.273,0.693,0.869
0.146,0.144,0.185,0.273,0.694,0.869
0.146,0.144,0.185,0.274,0.695,0.869
0.146,0.144,0.185,0.274,0.696,0.869
0.146,0.144,0.185,0.274,0.696,0.869
0.146,0.144,0.185,0.274,0.696,0.87
0.146,0.144,0.185,0.274,0.696,0.87
0.147,0.144,0.185,0.274,0.696,0.87
0.147,0.144,0.186,0.274,0.697,0.87
0.147,0.144,0.186,0.274,0.697,0.87
0.147,0.144,0.186,0.274,0.697,0.87
0.147,0.144,0.186,0.275,0.698,0.87
0.147,0.144,0.186,0.275,0.698,0.87
0.147,0.144,0.186,0.275,0.699,0.87
0.147,0.144,0.187,0.275,0.7,0.871
0.147,0.145,0.187,0.275,0.7,0.871
0.148,0.145,0.187,0.275,0.701,0.871
0.148,0.145,0.187,0.275,0.701,0.872
0.148,0.145,0.187,0.275,0.701,0.872
0.148,0.145,0.187,0.275,0.701,0.872
0.148,0.145,0.187,0.275,0.702,0.872
0.148,0.145,0.187,0.276,0.702,0.872
0.149,0.145,0.187,0.276,0.703,0.872
0.149,0.145,0.187,0.276,0.703,0.872
0.149,0.145,0.187,0.276,0.703,0.872
0.149,0.145,0.188,0.276,0.703,0.873
0.149,0.145,0.188,0.276,0.703,0.873
0.149,0.145,0.188,0.276,0.703,0.873
0.15,0.146,0.188,0.276,0.704,0.873
0.15,0.146,0.188,0.276,0.704,0.873
0.15,0.146,0.188,0.277,0.705,0.873
0.15,0.146,0.188,0.277,0.705,0.873
0.15,0.146,0.188,0.277,0.705,0.873
0.15,0.146,0.188,0.277,0.706,0.874
0.15,0.146,0.188,0.277,0.707,0.874
0.15,0.146,0.189,0.277,0.707,0.874
0.15,0.146,0.189,0.277,0.708,0.874
0.151,0.146,0.189,0.277,0.708,0.875
0.151,0.147,0.189,0.277,0.708,0.875
0.151,0.147,0.189,0.277,0.708,0.875
0.151,0.147,0.189,0.277,0.709,0.875
0.151,0.147,0.189,0.277,0.709,0.875
0.151,0.147,0.189,0.277,0.709,0.875
0.151,0.147,0.189,0.278,0.71,0.875
0.151,0.147,0.189,0.278,0.71,0.875
0.151,0.147,0.189,0.278,0.71,0.876
0.152,0.147,0.19,0.278,0.71,0.876
0.152,0.147,0.19,0.278,0.71,0.876
0.152,0.147,0.19,0.278,0.71,0.876
0.152,0.147,0.19,0.278,0.711,0.876
0.152,0.147,0.19,0.278,0.711,0.876
0.153,0.147,0.19,0.279,0.711,0.876
0.153,0.148,0.19,0.279,0.712,0.877
0.153,0.148,0.19,0.279,0.712,0.877
0.153,0.148,0.19,0.279,0.712,0.877
0.153,0.148,0.19,0.279,0.712,0.878
0.153,0.148,0.19,0.279,0.712,0.878
0.153,0.148,0.19,0.279,0.712,0.878
0.153,0.148,0.19,0.279,0.714,0.878
0.153,0.148,0.19,0.28,0.714,0.878
0.153,0.148,0.191,0.28,0.714,0.878
0.154,0.149,0.191,0.28,0.714,0.878
0.154,0.149,0.191,0.28,0.715,0.879
0.154,0.149,0.191,0.28,0.715,0.879
0.154,0.149,0.191,0.28,0.715,0.879
0.154,0.149,0.191,0.28,0.715,0.879
0.155,0.149,0.191,0.28,0.715,0.879
0.155,0.149,0.191,0.28,0.715,0.88
0.155,0.149,0.192,0.28,0.716,0.88
0.155,0.149,0.192,0.28,0.716,0.88
0.155,0.149,0.192,0.28,0.716,0.88
0.155,0.15,0.192,0.28,0.717,0.88
0.155,0.15,0.192,0.281,0.717,0.88
0.155,0.15,0.193,0.281,0.718,0.881
0.155,0.15,0.193,0.281,0.718,0.881
0.155,0.15,0.193,0.281,0.718,0.881
0.156,0.151,0.193,0.281,0.719,0.881
0.156,0.151,0.193,0.281,0.719,0.882
0.156,0.151,0.193,0.281,0.719,0.882
0.156,0.151,0.194,0.281,0.719,0.882
0.156,0.151,0.194,0.281,0.72,0.882
0.157,0.151,0.194,0.281,0.72,0.883
0.157,0.151,0.194,0.281,0.72,0.883
0.157,0.151,0.194,0.281,0.72,0.883
0.157,0.151,0.194,0.281,0.72,0.883
0.157,0.151,0.194,0.281,0.72,0.884
0.157,0.151,0.194,0.282,0.721,0.884
0.157,0.151,0.194,0.282,0.721,0.884
0.157,0.152,0.194,0.282,0.721,0.884
0.157,0.152,0.195,0.282,0.721,0.884
0.157,0.152,0.195,0.282,0.721,0.884
0.158,0.152,0.195,0.282,0.721,0.884
0.158,0.152,0.195,0.282,0.721,0.884
0.158,0.152,0.195,0.283,0.722,0.884
0.158,0.152,0.195,0.283,0.722,0.884
0.158,0.152,0.195,0.283,0.722,0.885
0.158,0.152,0.195,0.283,0.722,0.885
0.158,0.152,0.196,0.283,0.722,0.885
0.158,0.152,0.196,0.283,0.722,0.885
0.159,0.152,0.196,0.283,0.722,0.885
0.159,0.152,0.196,0.283,0.722,0.885
0.159,0.153,0.196,0.283,0.723,0.886
0.159,0.153,0.197,0.283,0.723,0.886
0.16,0.153,0.197,0.284,0.723,0.886
0.16,0.154,0.197,0.284,0.724,0.886
0.16,0.154,0.197,0.284,0.724,0.886
0.16,0.154,0.197,0.284,0.724,0.886
0.16,0.154,0.197,0.284,0.724,0.886
0.16,0.154,0.197,0.284,0.724,0.887
0.16,0.154,0.198,0.284,0.724,0.887
0.16,0.154,0.198,0.284,0.725,0.887
0.16,0.154,0.198,0.285,0.725,0.887
0.161,0.154,0.198,0.285,0.725,0.887
0.161,0.154,0.198,0.285,0.726,0.887
0.161,0.154,0.198,0.285,0.726,0.887
0.161,0.154,0.198,0.285,0.726,0.887
0.161,0.154,0.199,0.285,0.726,0.888
0.162,0.154,0.199,0.285,0.727,0.888
0.162,0.155,0.199,0.285,0.727,0.888
0.162,0.155,0.199,0.285,0.728,0.888
0.162,0.155,0.199,0.285,0.728,0.888
0.162,0.155,0.199,0.285,0.728,0.888
0.162,0.155,0.199,0.285,0.728,0.888
0.162,0.156,0.199,0.285,0.729,0.888
0.163,0.156,0.2,0.285,0.729,0.889
0.163,0.156,0.2,0.286,0.729,0.889
0.163,0.156,0.2,0.286,0.729,0.889
0.163,0.156,0.2,0.286,0.729,0.889
0.163,0.157,0.201,0.286,0.73,0.889
0.163,0.157,0.201,0.286,0.73,0.889
0.163,0.157,0.201,0.286,0.731,0.889
0.163,0.157,0.201,0.286,0.732,0.889
0.163,0.158,0.202,0.287,0.732,0.89
0.164,0.158,0.202,0.287,0.732,0.89
0.164,0.158,0.202,0.287,0.733,0.89
0.164,0.158,0.202,0.287,0.733,0.89
0.164,0.158,0.202,0.287,0.733,0.891
0.164,0.158,0.202,0.287,0.733,0.891
0.164,0.158,0.202,0.287,0.733,0.891
0.164,0.159,0.202,0.287,0.733,0.891
0.164,0.159,0.202,0.287,0.734,0.891
0.165,0.159,0.203,0.287,0.734,0.891
0.165,0.159,0.203,0.287,0.734,0.891
0.165,0.16,0.203,0.288,0.734,0.891
0.165,0.16,0.203,0.288,0.735,0.892
0.165,0.161,0.203,0.288,0.735,0.892
0.165,0.161,0.203,0.288,0.736,0.892
0.165,0.161,0.203,0.288,0.736,0.893
0.166,0.161,0.203,0.288,0.736,0.893
0.166,0.162,0.203,0.288,0.736,0.893
0.166,0.162,0.203,0.289,0.736,0.893
0.166,0.162,0.203,0.289,0.737,0.893
0.166,0.162,0.204,0.289,0.737,0.893
0.167,0.163,0.204,0.289,0.737,0.894
0.167,0.163,0.204,0.289,0.737,0.894
0.167,0.163,0.204,0.289,0.738,0.894
0.167,0.163,0.204,0.289,0.738,0.894
0.168,0.163,0.204,0.29,0.739,0.894
0.168,0.163,0.205,0.29,0.739,0.894
0.168,0.163,0.205,0.29,0.739,0.894
0.168,0.163,0.205,0.29,0.74,0.895
0.168,0.164,0.205,0.29,0.74,0.895
0.168,0.164,0.205,0.29,0.74,0.895
0.169,0.164,0.205,0.29,0.74,0.896
0.169,0.164,0.206,0.29,0.74,0.896
0.169,0.165,0.206,0.291,0.741,0.896
0.169,0.165,0.206,0.291,0.741,0.896
0.169,0.165,0.206,0.291,0.742,0.896
0.169,0.165,0.207,0.291,0.742,0.896
0.169,0.165,0.207,0.291,0.742,0.897
0.169,0.165,0.208,0.291,0.743,0.897
0.17,0.165,0.208,0.292,0.743,0.898
0.17,0.166,0.208,0.292,0.743,0.898
0.17,0.166,0.208,0.292,0.744,0.898
0.17,0.166,0.208,0.292,0.744,0.898
0.17,0.166,0.208,0.292,0.745,0.9
0.171,0.167,0.208,0.293,0.745,0.9
0.171,0.167,0.208,0.293,0.746,0.9
0.171,0.167,0.209,0.293,0.746,0.9
0.171,0.167,0.209,0.293,0.746,0.9
0.171,0.167,0.209,0.293,0.746,0.9
0.172,0.167,0.209,0.293,0.746,0.901
0.172,0.167,0.209,0.294,0.746,0.901
0.172,0.168,0.209,0.294,0.746,0.901
0.172,0.168,0.209,0.294,0.747,0.901
0.172,0.168,0.209,0.295,0.747,0.902
0.172,0.168,0.209,0.295,0.747,0.902
0.172,0.168,0.209,0.295,0.747,0.902
0.172,0.168,0.21,0.295,0.747,0.902
0.172,0.168,0.21,0.295,0.747,0.903
0.172,0.168,0.21,0.295,0.748,0.903
0.172,0.168,0.21,0.296,0.748,0.903
0.172,0.169,0.21,0.296,0.748,0.904
0.173,0.169,0.21,0.296,0.748,0.904
0.173,0.169,0.211,0.296,0.748,0.904
0.173,0.169,0.211,0.296,0.749,0.904
0.173,0.17,0.211,0.296,0.749,0.904
0.173,0.17,0.211,0.296,0.749,0.904
0.173,0.17,0.211,0.296,0.75,0.905
0.173,0.17,0.211,0.296,0.75,0.905
